movieId,title,year,genres,imdbId,link,time,budget,cast,director
9005,Fire in the Sky,1993,Drama|Mystery|Sci-Fi,0106912,http://www.imdb.com/title/tt0106912,109.0,15e6,D.B. Sweeney|Robert Patrick|Craig Sheffer|Peter Berg|Henry Thomas|Bradley Gregg|Noble Willingham|Kathleen Wilhoite|James Garner|Georgia Emelin|Scott MacDonald|Wayne Grace|Kenneth White|Robert Covarrubias|Bruce Wright,Robert Lieberman
9010,Love Me If You Dare (Jeux d'enfants),2003,Drama|Romance,0364517,http://www.imdb.com/title/tt0364517,93.0,NA,Guillaume Canet|Marion Cotillard|Thibault Verhaeghe|Joséphine Lebas-Joly|Emmanuelle Grönvold|Gérard Watkins|Gilles Lellouche|Julia Faure|Laëtizia Venezia Tarnowska|Élodie Navarre|Nathalie Nattier|Robert Willar|Frédéric Geerts|Manuela Sanchez|Philippe Drecq,Yann Samuell
9012,Ruby Gentry,1952,Drama,0045109,http://www.imdb.com/title/tt0045109,82.0,525e3,Jennifer Jones|Charlton Heston|Karl Malden|Tom Tully|Barney Phillips|James Anderson|Josephine Hutchinson|Phyllis Avery|Herbert Heyes|Myra Marsh|Charles Cane|Sam Flint|Frank Wilcox,King Vidor
9018,Control Room,2004,Documentary|War,0391024,http://www.imdb.com/title/tt0391024,57.0,NA,Samir Khader|Josh Rushing|George W. Bush|Hassan Ibrahim|Deema Khatib|Tom Mintier|Donald Rumsfeld|David Shuster,Jehane Noujaim
25737,"Golem, The (Golem, wie er in die Welt kam, Der)",1920,Fantasy|Horror,0011237,http://www.imdb.com/title/tt0011237,85.0,NA,Paul Wegener|Albert Steinrück|Lyda Salmonova|Ernst Deutsch|Hans Stürm|Max Kronert|Otto Gebühr|Dore Paetzold|Lothar Müthel|Greta Schröder|Loni Nest,Carl Boese|Paul Wegener
25744,Haxan: Witchcraft Through the Ages (a.k.a. The Witches),1922,Documentary|Horror,0013257,http://www.imdb.com/title/tt0013257,91.0,2e6,Maren Pedersen|Clara Pontoppidan|Elith Pio|Oscar Stribolt|Tora Teje|John Andersen|Benjamin Christensen|Poul Reumert|Karen Winther|Kate Fabian|Else Vermehren|Astrid Holm|Johannes Andersen|Gerda Madsen|Aage Hertel,Benjamin Christensen
25750,Sherlock Jr.,1924,Comedy|Fantasy|Romance,0015324,http://www.imdb.com/title/tt0015324,45.0,NA,Buster Keaton|Kathryn McGuire|Joe Keaton|Erwin Connelly|Ward Crane,Buster Keaton
25752,"Freshman, The",1925,Comedy,0015841,http://www.imdb.com/title/tt0015841,76.0,NA,Harold Lloyd|Jobyna Ralston|Brooks Benedict|James Anderson|Hazel Keener|Joseph Harrington|Pat Harmon,Fred C. Newmeyer (as Fred Newmeyer)|Sam Taylor
25753,Greed,1924,Drama,0015881,http://www.imdb.com/title/tt0015881,140.0,546883.0,Zasu Pitts|Gibson Gowland|Jean Hersholt|Dale Fuller|Tempe Pigott|Sylvia Ashton|Chester Conklin|Joan Standing,Erich von Stroheim
25755,"Phantom of the Opera, The",1925,Drama|Horror,0016220,http://www.imdb.com/title/tt0016220,93.0,NA,Lon Chaney|Mary Philbin|Norman Kerry|Arthur Edmund Carewe|Gibson Gowland|John St. Polis|Snitz Edwards|Mary Fabian|Virginia Pearson,Rupert Julian|Lon Chaney (uncredited)
25763,"Pandora's Box (Büchse der Pandora, Die)",1929,Drama,0018737,http://www.imdb.com/title/tt0018737,133.0,NA,Louise Brooks|Fritz Kortner|Francis Lederer|Carl Goetz|Krafft-Raschig|Alice Roberts|Daisy D'Ora|Gustav Diessl|Michael von Newlinsky|Sig Arno,Georg Wilhelm Pabst
25764,"Cameraman, The",1928,Comedy|Drama|Romance,0018742,http://www.imdb.com/title/tt0018742,69.0,NA,Buster Keaton|Marceline Day|Harold Goodwin|Sidney Bracey|Harry Gribbon,Edward Sedgwick|Buster Keaton (uncredited)
25769,"Steamboat Bill, Jr.",1928,Comedy|Romance,0019421,http://www.imdb.com/title/tt0019421,70.0,NA,Buster Keaton|Tom McGuire|Ernest Torrence|Tom Lewis|Marion Byron,Charles Reisner (as Chas. F. Reisner)|Buster Keaton (uncredited)
25771,"Andalusian Dog, An (Chien andalou, Un)",1929,Fantasy,0020530,http://www.imdb.com/title/tt0020530,16.0,NA,Simone Mareuil|Pierre Batcheff,Luis Buñuel (as Louis Bunuel)
25773,Little Caesar,1931,Crime|Drama,0021079,http://www.imdb.com/title/tt0021079,79.0,NA,Edward G. Robinson|Douglas Fairbanks Jr.|Glenda Farrell|William Collier Jr.|Sidney Blackmer|Ralph Ince|Thomas E. Jackson|Stanley Fields|Maurice Black|George E. Stone|Armand Kaliz|Nicholas Bela,Mervyn LeRoy
25774,"Golden Age, The (Âge d'Or, L')",1930,Comedy|Drama|Romance,0021577,http://www.imdb.com/title/tt0021577,60.0,NA,Gaston Modot|Lya Lys|Caridad de Laberdesque|Max Ernst|Josep Llorens Artigas|Lionel Salem|Germaine Noizet|Duchange|Bonaventura Ibáñez,Luis Buñuel
25777,Monkey Business,1931,Comedy,0022158,http://www.imdb.com/title/tt0022158,77.0,NA,The Marx Brothers|Groucho Marx|Harpo Marx|Chico Marx|Zeppo Marx|Rockliffe Fellowes|Harry Woods|Thelma Todd|Ruth Hall|Tom Kennedy,Norman Z. McLeod (as Norman McLeod)
25788,Scarface,1932,Crime|Drama,0023427,http://www.imdb.com/title/tt0023427,93.0,NA,Paul Muni|Ann Dvorak|Karen Morley|Osgood Perkins|C. Henry Gordon|George Raft|Vince Barnett|Boris Karloff|Purnell Pratt|Tully Marshall|Inez Palange|Edwin Maxwell,Howard Hawks|Richard Rosson
25792,"I Was Born, But... (a.k.a. Children of Tokyo) (Otona no miru ehon - Umarete wa mita keredo)",1932,Comedy|Drama,0023634,http://www.imdb.com/title/tt0023634,100.0,NA,Tatsuo Saitô|Tomio Aoki|Mitsuko Yoshikawa|Hideo Sugawara|Takeshi Sakamoto|Teruyo Hayami|Seiichi Katô|Shôichi Kofujita|Seiji Nishimura|Zentaro Iijima|Shôtarô Fujimatsu|Masao Hayama|Michio Sato|Kuniyasu Hayashi|Akio Nomura,Yasujirô Ozu
25795,Dinner at Eight,1933,Comedy|Drama|Romance,0023948,http://www.imdb.com/title/tt0023948,111.0,435e3,Marie Dressler|John Barrymore|Wallace Beery|Jean Harlow|Lionel Barrymore|Lee Tracy|Edmund Lowe|Billie Burke|Madge Evans|Jean Hersholt|Karen Morley|Louise Closser Hale|Phillips Holmes|May Robson|Grant Mitchell,George Cukor
25801,She Done Him Wrong,1933,Comedy|Romance,0024548,http://www.imdb.com/title/tt0024548,66.0,2e5,Mae West|Cary Grant|Owen Moore|Gilbert Roland|Noah Beery|David Landau|Rafaela Ottiano|Dewey Robinson|Rochelle Hudson|Tammany Young|Fuzzy Knight|Grace La Rue|Robert Homans|Louise Beavers,Lowell Sherman
25805,"Atalante, L'",1934,Comedy|Drama|Romance,0024844,http://www.imdb.com/title/tt0024844,89.0,NA,Michel Simon|Dita Parlo|Jean Dasté|Gilles Margaritis|Louis Lefebvre|Maurice Gilles|Raphaël Diligent,Jean Vigo
25807,"Black Cat, The",1934,Adventure|Crime|Horror|Thriller,0024894,http://www.imdb.com/title/tt0024894,65.0,95745.0,Boris Karloff|Bela Lugosi|David Manners|Julie Bishop|Egon Brecher|Harry Cording|Lucille Lund|Henry Armetta|Albert Conti,Edgar G. Ulmer
25825,Fury,1936,Drama|Film-Noir,0027652,http://www.imdb.com/title/tt0027652,92.0,NA,Sylvia Sidney|Spencer Tracy|Walter Abel|Bruce Cabot|Edward Ellis|Walter Brennan|Frank Albertson|George Walcott|Arthur Stone|Morgan Wallace|George Chandler|Roger Gray|Edwin Maxwell|Howard C. Hickman|Jonathan Hale,Fritz Lang
25826,Libeled Lady,1936,Comedy|Romance,0027884,http://www.imdb.com/title/tt0027884,98.0,NA,Jean Harlow|William Powell|Myrna Loy|Spencer Tracy|Walter Connolly|Charley Grapewin|Cora Witherspoon|E.E. Clive|Bunny Beatty|Otto Yamaoka|Charles Trowbridge|Spencer Charters|George Chandler|William 'Billy' Benedict|Hal K. Dawson,Jack Conway
25827,Mr. Deeds Goes to Town,1936,Comedy|Romance,0027996,http://www.imdb.com/title/tt0027996,115.0,NA,Gary Cooper|Jean Arthur|George Bancroft|Lionel Stander|Douglass Dumbrille|Raymond Walburn|H.B. Warner|Ruth Donnelly|Walter Catlett|John Wray,Frank Capra
25828,"Petrified Forest, The",1936,Crime|Drama|Romance,0028096,http://www.imdb.com/title/tt0028096,82.0,5e5,Leslie Howard|Bette Davis|Genevieve Tobin|Dick Foran|Humphrey Bogart|Joe Sawyer|Porter Hall|Charley Grapewin|Paul Harvey|Eddie Acuff|Adrian Morris|Nina Campana|Slim Thompson|John Alexander,Archie Mayo (as Archie L. Mayo)
25839,Nothing Sacred,1937,Comedy|Drama|Romance,0029322,http://www.imdb.com/title/tt0029322,77.0,1831927.0,Carole Lombard|Fredric March|Charles Winninger|Walter Connolly|Sig Ruman|Frank Fay|Troy Brown Sr.|Maxie Rosenbloom|Margaret Hamilton|Olin Howland|Raymond Scott and His Quintet,William A. Wellman
25841,Stage Door,1937,Drama,0029604,http://www.imdb.com/title/tt0029604,92.0,952e3,Katharine Hepburn|Ginger Rogers|Adolphe Menjou|Gail Patrick|Constance Collier|Andrea Leeds|Samuel S. Hinds|Lucille Ball|Franklin Pangborn|William Corson|Pierre Watkin|Grady Sutton|Frank Reicher|Jack Carson|Phyllis Kennedy,Gregory La Cava (as Gregory LaCava)
25842,Topper,1937,Comedy|Fantasy|Romance,0029682,http://www.imdb.com/title/tt0029682,97.0,5e5,Constance Bennett|Cary Grant|Roland Young|Billie Burke|Alan Mowbray|Eugene Pallette|Arthur Lake|Hedda Hopper|Virginia Sale|Theodore von Eltz|J. Farrell MacDonald|Elaine Shepard|Doodles Weaver|Si Jenks|Three Hits and a Miss,Norman Z. McLeod
25850,Holiday,1938,Comedy|Drama|Romance,0030241,http://www.imdb.com/title/tt0030241,95.0,NA,Katharine Hepburn|Cary Grant|Doris Nolan|Lew Ayres|Edward Everett Horton|Henry Kolker|Binnie Barnes|Jean Dixon|Henry Daniell|Harry Allen|Frank Benson|Aileen Carlyle|Edward Cooper|Margaret McWade|Frank Shannon,George Cukor
25852,Gaslight,1940,Mystery|Thriller,0031359,http://www.imdb.com/title/tt0031359,84.0,NA,Anton Walbrook|Diana Wynyard|Frank Pettingell|Cathleen Cordell|Robert Newton|Jimmy Hanley|Minnie Rayner|Marie Wright|Aubrey Dexter|Mary Hinton|Angus Morrison|Jack Barty|The Darmora Ballet,Thorold Dickinson
25856,Wuthering Heights,1939,Drama|Romance,0032145,http://www.imdb.com/title/tt0032145,104.0,NA,Merle Oberon|Laurence Olivier|David Niven|Flora Robson|Donald Crisp|Geraldine Fitzgerald|Hugh Williams|Leo G. Carroll|Miles Mander|Cecil Kellaway|Cecil Humphreys|Sarita Wooton|Rex Downing|Douglas Scott,William Wyler
25865,"Letter, The",1940,Drama|Film-Noir,0032701,http://www.imdb.com/title/tt0032701,95.0,NA,Bette Davis|Herbert Marshall|James Stephenson|Frieda Inescort|Gale Sondergaard|Bruce Lester|Elizabeth Inglis|Cecil Kellaway|Victor Sen Yung|Doris Lloyd|Willie Fung|Tetsu Komai,William Wyler
25868,Ball of Fire,1941,Comedy|Romance,0033373,http://www.imdb.com/title/tt0033373,111.0,NA,Gary Cooper|Barbara Stanwyck|Oskar Homolka|Henry Travers|S.Z. Sakall|Tully Marshall|Leonid Kinskey|Richard Haydn|Aubrey Mather|Allen Jenkins|Dana Andrews|Dan Duryea|Ralph Peters|Kathleen Howard|Mary Field,Howard Hawks
25874,Never Give a Sucker an Even Break,1941,Comedy|Musical,0033945,http://www.imdb.com/title/tt0033945,71.0,NA,W.C. Fields|Gloria Jean|Leon Errol|Billy Lenhart|Kenneth Brown|Margaret Dumont|Susan Miller|Franklin Pangborn|Mona Barrie|Charles Lang|Anne Nagel|Nell O'Day|Irving Bacon|Jody Gilbert|Minerva Urecal,Edward F. Cline (as Edward Cline)
25882,"Hard Way, The",1943,Drama,0034828,http://www.imdb.com/title/tt0034828,109.0,NA,Ida Lupino|Dennis Morgan|Joan Leslie|Jack Carson|Gladys George|Faye Emerson|Paul Cavanagh,Vincent Sherman
25886,Random Harvest,1942,Drama|Romance,0035238,http://www.imdb.com/title/tt0035238,126.0,121e4,Ronald Colman|Greer Garson|Philip Dorn|Susan Peters|Henry Travers|Reginald Owen|Bramwell Fletcher|Rhys Williams|Una O'Connor|Aubrey Mather|Margaret Wycherly|Arthur Margetson|Melville Cooper|Alan Napier|Jill Esmond,Mervyn LeRoy
25891,Heaven Can Wait,1943,Comedy|Fantasy|Romance,0035979,http://www.imdb.com/title/tt0035979,112.0,NA,Gene Tierney|Don Ameche|Charles Coburn|Marjorie Main|Laird Cregar|Spring Byington|Allyn Joslyn|Eugene Pallette|Signe Hasso|Louis Calhern|Helene Reynolds|Aubrey Mather|Tod Andrews,Ernst Lubitsch
25898,Day of Wrath (Vredens dag),1943,Drama,0036506,http://www.imdb.com/title/tt0036506,97.0,NA,Kirsten Andreasen|Sigurd Berg|Harald Holst|Albert Høeberg|Emanuel Jørgensen|Sophie Knudsen|Preben Lerdorff Rye|Lisbeth Movin|Preben Neergaard|Sigrid Neiiendam|Emilie Nielsen|Thorkild Roose|Anna Svierkier|Hans Christian Sørensen|Olaf Ussing,Carl Theodor Dreyer
25900,"Curse of the Cat People, The",1944,Drama,0036733,http://www.imdb.com/title/tt0036733,70.0,15e4,Simone Simon|Kent Smith|Jane Randolph|Ann Carter|Eve March|Julia Dean|Elizabeth Russell|Erford Gage|Sir Lancelot,Gunther von Fritsch (as Gunther V. Fritsch)|Robert Wise
25901,"Henry V (Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France, The)",1944,Drama|War,0036910,http://www.imdb.com/title/tt0036910,137.0,475e3,Leslie Banks|Felix Aylmer|Robert Helpmann|Vernon Greeves|Gerald Case|Griffith Jones|Morland Graham|Nicholas Hannen|Michael Warre|Laurence Olivier|Ralph Truman|Ernest Thesiger|Frederick Cooper|Roy Emerton|Robert Newton,Laurence Olivier
25904,Ministry of Fear,1944,Drama|Film-Noir|Thriller,0037075,http://www.imdb.com/title/tt0037075,86.0,NA,Ray Milland|Marjorie Reynolds|Carl Esmond|Hillary Brooke|Percy Waram|Dan Duryea|Alan Napier|Erskine Sanford,Fritz Lang
25906,Mr. Skeffington,1944,Drama|Romance,0037094,http://www.imdb.com/title/tt0037094,146.0,NA,Bette Davis|Claude Rains|Walter Abel|George Coulouris|Richard Waring|Marjorie Riordan|Robert Shayne|John Alexander|Jerome Cowan|Johnny Mitchell|Dorothy Peterson|Peter Whitney|Bill Kennedy|Ann Codee|Antonio Filauri,Vincent Sherman
25911,"Woman in the Window, The",1944,Crime|Film-Noir|Thriller,0037469,http://www.imdb.com/title/tt0037469,107.0,NA,Edward G. Robinson|Joan Bennett|Raymond Massey|Edmund Breon|Dan Duryea|Thomas E. Jackson|Dorothy Peterson|Arthur Loft|Frank Dawson,Fritz Lang
25916,They Were Expendable,1945,Drama|War,0038160,http://www.imdb.com/title/tt0038160,135.0,NA,Robert Montgomery|John Wayne|Donna Reed|Jack Holt|Ward Bond|Marshall Thompson|Paul Langton|Leon Ames|Arthur Walsh|Donald Curtis|Cameron Mitchell|Jeff York|Murray Alper|Harry Tenbrook|Jack Pennick,John Ford (as John Ford Captain U.S.N.R.)|Robert Montgomery (uncredited)
25920,"Blue Dahlia, The",1946,Crime|Drama|Film-Noir|Mystery|Thriller,0038369,http://www.imdb.com/title/tt0038369,96.0,NA,Alan Ladd|Veronica Lake|William Bendix|Howard Da Silva|Doris Dowling|Tom Powers|Hugh Beaumont|Howard Freeman|Don Costello|Will Wright|Frank Faylen|Walter Sande,George Marshall
25927,"Stranger, The",1946,Drama|Film-Noir|Thriller,0038991,http://www.imdb.com/title/tt0038991,95.0,NA,Edward G. Robinson|Loretta Young|Orson Welles|Philip Merivale|Richard Long|Konstantin Shayne|Byron Keith|Billy House|Martha Wentworth,Orson Welles
25929,Nightmare Alley,1947,Drama|Film-Noir,0039661,http://www.imdb.com/title/tt0039661,110.0,NA,Tyrone Power|Joan Blondell|Coleen Gray|Helen Walker|Taylor Holmes|Mike Mazurki|Ian Keith,Edmund Goulding
25930,Odd Man Out,1947,Crime|Drama|Film-Noir|Thriller,0039677,http://www.imdb.com/title/tt0039677,116.0,NA,James Mason|Robert Newton|Cyril Cusack|F.J. McCormick|William Hartnell|Fay Compton|Denis O'Dea|W.G. Fay|Maureen Delaney|Elwyn Brook-Jones|Robert Beatty|Dan O'Herlihy|Kitty Kirwan|Beryl Measor|Roy Irving,Carol Reed
25937,Easter Parade,1948,Musical|Romance,0040308,http://www.imdb.com/title/tt0040308,107.0,2503654.0,Judy Garland|Fred Astaire|Peter Lawford|Ann Miller|Jules Munshin|Clinton Sundberg|Richard Beavers,Charles Walters
25940,"Lady from Shanghai, The",1947,Drama|Film-Noir|Mystery,0040525,http://www.imdb.com/title/tt0040525,87.0,23e5,Rita Hayworth|Orson Welles|Everett Sloane|Glenn Anders|Ted de Corsia|Erskine Sanford|Gus Schilling|Carl Frank|Louis Merrill|Evelyn Ellis|Harry Shannon,Orson Welles (uncredited)
25941,Letter from an Unknown Woman,1948,Drama|Romance,0040536,http://www.imdb.com/title/tt0040536,86.0,NA,Joan Fontaine|Louis Jourdan|Mady Christians|Marcel Journet|Art Smith|Carol Yorke|Howard Freeman|John Good|Leo B. Pessin|Erskine Sanford|Otto Waldis|Sonja Bryden,Max Ophüls (as Max Opuls)
25945,They Live by Night,1949,Crime|Film-Noir|Romance,0040872,http://www.imdb.com/title/tt0040872,95.0,NA,Cathy O'Donnell|Farley Granger|Howard Da Silva|Jay C. Flippen|Helen Craig|Will Wright|William Phipps|Ian Wolfe|Harry Harvey|Marie Bryant|Will Lee|James Nolan|Charles Meredith|Teddy Infuhr|Byron Foulger,Nicholas Ray
25947,Unfaithfully Yours,1948,Comedy,0040919,http://www.imdb.com/title/tt0040919,105.0,NA,Rex Harrison|Linda Darnell|Rudy Vallee|Barbara Lawrence|Kurt Kreuger|Lionel Stander|Edgar Kennedy|Al Bridge|Julius Tannen|Torben Meyer,Preston Sturges
25952,"Letter to Three Wives, A",1949,Comedy|Drama,0041587,http://www.imdb.com/title/tt0041587,103.0,NA,Jeanne Crain|Linda Darnell|Ann Sothern|Kirk Douglas|Paul Douglas|Barbara Lawrence|Jeffrey Lynn|Connie Gilchrist|Florence Bates|Hobart Cavanaugh,Joseph L. Mankiewicz
25962,King Solomon's Mines,1950,Action|Adventure|Romance,0042646,http://www.imdb.com/title/tt0042646,103.0,2258e3,Deborah Kerr|Stewart Granger|Richard Carlson|Hugo Haas|Lowell Gilmore|Kimursi|Siriaque|Sekaryongo|Baziga,Compton Bennett|Andrew Marton
25965,Summer Stock,1950,Comedy|Musical|Romance,0043012,http://www.imdb.com/title/tt0043012,108.0,NA,Judy Garland|Gene Kelly|Eddie Bracken|Gloria DeHaven|Marjorie Main|Phil Silvers|Ray Collins|Nita Bieber|Carleton Carpenter|Hans Conried,Charles Walters
25971,Carrie,1952,Drama|Romance,0044486,http://www.imdb.com/title/tt0044486,118.0,NA,Laurence Olivier|Jennifer Jones|Miriam Hopkins|Eddie Albert|Basil Ruysdael|Ray Teal|Barry Kelley|Sara Berner|William Reynolds|Mary Murphy|Harry Hayden|Charles Halton|Walter Baldwin|Dorothy Adams|Jacqueline deWit,William Wyler
25972,Clash by Night,1952,Drama|Film-Noir,0044502,http://www.imdb.com/title/tt0044502,105.0,NA,Barbara Stanwyck|Paul Douglas|Robert Ryan|Marilyn Monroe|J. Carrol Naish|Silvio Minciotti|Keith Andes,Fritz Lang
25993,Magnificent Obsession,1954,Drama|Romance,0047203,http://www.imdb.com/title/tt0047203,108.0,NA,Jane Wyman|Rock Hudson|Agnes Moorehead|Otto Kruger|Barbara Rush|Gregg Palmer|Paul Cavanagh|Sara Shane|Richard H. Cutting|Judy Nugent|Helen Kleeb|Rudolph Anders|Fred Nurney|John Mylong|Alexander Campbell,Douglas Sirk
25995,Samurai I: Musashi Miyamoto (Miyamoto Musashi),1954,Action|Adventure|Drama,0047444,http://www.imdb.com/title/tt0047444,93.0,NA,Toshirô Mifune|Rentarô Mikuni|Kurôemon Onoe|Kaoru Yachigusa|Mariko Okada|Mitsuko Mito|Eiko Miyoshi|Akihiko Hirata|Kusuo Abe|Eitarô Ozawa|Akira Tani|Seijirô Onda|Fumindo Matsuo|Masanobu Ôkubo|Takuzô Kumagai,Hiroshi Inagaki
25996,"Star Is Born, A",1954,Drama|Musical,0047522,http://www.imdb.com/title/tt0047522,181.0,5019770.0,Judy Garland|James Mason|Jack Carson|Charles Bickford|Tommy Noonan|Lucy Marlow|Amanda Blake|Irving Bacon|Hazel Shermet|James Brown|Dorothy Martinson,George Cukor
25999,The Wild One,1953,Drama,0047677,http://www.imdb.com/title/tt0047677,79.0,NA,Marlon Brando|Mary Murphy|Robert Keith|Lee Marvin|Jay C. Flippen|Peggy Maley|Hugh Sanders|Ray Teal|John Brown|Will Wright|Robert Osterloh|William Vedder|Yvonne Doughty,Laslo Benedek
26003,Night and Fog (Nuit et brouillard),1955,Crime|Documentary|War,0048434,http://www.imdb.com/title/tt0048434,32.0,NA,Michel Bouquet|Reinhard Heydrich|Heinrich Himmler|Adolf Hitler|Julius Streicher,Alain Resnais
26005,Samurai II: Duel at Ichijoji Temple (Zoku Miyamoto Musashi: Ichijôji no kettô),1955,Action|Adventure|Drama,0048579,http://www.imdb.com/title/tt0048579,104.0,NA,Toshirô Mifune|Kôji Tsuruta|Mariko Okada|Kaoru Yachigusa|Michiyo Kogure|Mitsuko Mito|Akihiko Hirata|Daisuke Katô|Kurôemon Onoe|Sachio Sakai|Yû Fujiki|Machiko Kitagawa|Eiko Miyoshi|Eijirô Tôno|Kenjin Iida,Hiroshi Inagaki
26007,"Unknown Soldier, The (Tuntematon sotilas)",1955,Drama|War,0048752,http://www.imdb.com/title/tt0048752,181.0,46667761.0,Kosti Klemelä|Heikki Savolainen|Reino Tolvanen|Veikko Sinisalo|Åke Lindman|Pentti Siimes|Leo Riuttu|Kaarlo Halttunen|Matti Ranin|Jussi Jurkka|Tauno Palo|Pentti Irjala|Vilho Siivola|Martti Romppanen|Tapio Hämäläinen,Edvin Laine
26009,"Burmese Harp, The (Biruma no tategoto)",1956,Drama|War,0049012,http://www.imdb.com/title/tt0049012,116.0,NA,Rentarô Mikuni|Shôji Yasui|Jun Hamamura|Taketoshi Naitô|Shunji Kasuga|Kô Nishimura|Keishichi Nakahara|Toshiaki Itô|Hiroshi Hijikata|Tomio Aoki|Norikatsu Hanamura|Sanpei Mine|Takashi Koshiba|Tomoko Tonai|Tokuhei Miyahara,Kon Ichikawa
26010,Carousel,1956,Musical|Romance,0049055,http://www.imdb.com/title/tt0049055,128.0,NA,Gordon MacRae|Shirley Jones|Cameron Mitchell|Barbara Ruick|Claramae Turner|Robert Rounseville|Gene Lockhart|Audrey Christie|Susan Luckey|William LeMassena|John Dehner|Jacques d'Amboise,Henry King
26012,Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima),1956,Action|Adventure|Drama,0049710,http://www.imdb.com/title/tt0049710,105.0,NA,Kôji Tsuruta|Toshirô Mifune|Kaoru Yachigusa|Michiko Saga|Mariko Okada|Takashi Shimura|Minoru Chiaki|Takamaru Sasaki|Daisuke Katô|Haruo Tanaka|Kichijirô Ueda|Kokuten Kôdô|Ikio Sawamura|Nakajirô Tomita|Sônosuke Sawamura,Hiroshi Inagaki
26013,Rodan (Sora no daikaijû Radon),1956,Adventure,0049782,http://www.imdb.com/title/tt0049782,82.0,NA,Kenji Sahara|Yumi Shirakawa|Akihiko Hirata|Akio Kobori|Yasuko Nakada|Minosuke Yamada|Yoshifumi Tajima|Kiyoharu Onaka|Ichirô Chiba|Mike Daneen|Tsurue Ichimanji|Saburô Iketani|Saburô Kadowaki|Tateo Kawasaki|Kanta Kisaragi,Ishirô Honda
26025,"Spirit of St. Louis, The",1957,Adventure|Drama,0051003,http://www.imdb.com/title/tt0051003,135.0,6e6,James Stewart|Murray Hamilton|Patricia Smith|Bartlett Robinson|Marc Connelly|Arthur Space|Charles Watts,Billy Wilder
26052,Pickpocket,1959,Crime|Drama,0053168,http://www.imdb.com/title/tt0053168,75.0,NA,Martin LaSalle|Marika Green|Jean Pélégri|Dolly Scal|Pierre Leymarie|Kassagi|Pierre Étaix|César Gattegno,Robert Bresson
26079,David and Lisa,1962,Drama,0055892,http://www.imdb.com/title/tt0055892,95.0,185e3,Keir Dullea|Janet Margolin|Howard Da Silva|Neva Patterson|Clifton James|Richard McMurray|Nancy Nutter|Mathew Anden|Jaime Sánchez|Coni Hudak|Karen Lynn Gorney|Janet Lee Parker,Frank Perry
26082,Harakiri (Seppuku),1962,Drama,0056058,http://www.imdb.com/title/tt0056058,133.0,NA,Tatsuya Nakadai|Akira Ishihama|Shima Iwashita|Tetsurô Tanba|Masao Mishima|Ichirô Nakatani|Kei Satô|Yoshio Inaba|Hisashi Igawa|Tôru Takeuchi|Yoshirô Aoki|Tatsuo Matsumura|Akiji Kobayashi|Kôichi Hayashi|Ryûtarô Gomi,Masaki Kobayashi
26084,"Music Man, The",1962,Children|Comedy|Musical|Romance,0056262,http://www.imdb.com/title/tt0056262,151.0,NA,Robert Preston|Shirley Jones|Buddy Hackett|Hermione Gingold|Paul Ford|Pert Kelton|The Buffalo Bills|Timmy Everett|Susan Luckey|Ron Howard|Harry Hickox|Charles Lane|Mary Wickes|Sara Seegar|Adnia Rice,Morton DaCosta
26085,Mutiny on the Bounty,1962,Adventure|Drama|Romance,0056264,http://www.imdb.com/title/tt0056264,178.0,19e6,Marlon Brando|Trevor Howard|Richard Harris|Hugh Griffith|Richard Haydn|Tarita|Percy Herbert|Duncan Lamont|Gordon Jackson|Chips Rafferty|Noel Purcell|Ashley Cowan|Eddie Byrne|Frank Silvera|Tim Seely,Lewis Milestone|Carol Reed (uncredited)
26086,"Occurrence at Owl Creek Bridge, An (La rivière du hibou)",1962,Drama|War,0056300,http://www.imdb.com/title/tt0056300,28.0,NA,Roger Jacquet|Anne Cornaly|Anker Larsen|Stéphane Fey|Jean-François Zeller|Pierre Danny|Louis Adelin,Robert Enrico
26093,"Wonderful World of the Brothers Grimm, The",1962,Adventure|Animation|Children|Comedy|Drama|Fantasy|Musical|Romance,0056700,http://www.imdb.com/title/tt0056700,135.0,NA,Laurence Harvey|Karlheinz Böhm|Claire Bloom|Walter Slezak|Barbara Eden|Oskar Homolka|Arnold Stang|Martita Hunt|Betty Garde|Bryan Russell|Ian Wolfe|Tammy Marihugh|Cheerio Meredith|Walter Rilla|Yvette Mimieux,Henry Levin|George Pal
26094,"Eclisse, L' (Eclipse)",1962,Drama,0056736,http://www.imdb.com/title/tt0056736,126.0,NA,Alain Delon|Monica Vitti|Francisco Rabal|Lilla Brignone|Rossana Rory|Mirella Ricciardi|Louis Seigner,Michelangelo Antonioni
26111,Becket,1964,Drama,0057877,http://www.imdb.com/title/tt0057877,148.0,3e6,Richard Burton|Peter O'Toole|John Gielgud|Gino Cervi|Paolo Stoppa|Donald Wolfit|David Weston|Martita Hunt|Pamela Brown|Percy Herbert|Siân Phillips|Inigo Jackson|Felix Aylmer|Niall MacGinnis|Christopher Rhodes,Peter Glenville
